products pairs;sales num;support
('female sanitary products', 'softener');1;0.0001
('female sanitary products', 'jam');0;0.0
('female sanitary products', 'spices');0;0.0
('female sanitary products', 'curd cheese');0;0.0
('female sanitary products', 'liver loaf');0;0.0
('female sanitary products', 'cleaner');5;0.0005
('female sanitary products', 'male cosmetics');0;0.0
('female sanitary products', 'rum');0;0.0
('female sanitary products', 'ketchup');0;0.0
('female sanitary products', 'meat spreads');0;0.0
('female sanitary products', 'brandy');1;0.0001
('female sanitary products', 'light bulbs');0;0.0
('female sanitary products', 'tea');0;0.0
('female sanitary products', 'specialty fat');1;0.0001
('female sanitary products', 'abrasive cleaner');0;0.0
('female sanitary products', 'skin care');1;0.0001
('female sanitary products', 'nuts/prunes');0;0.0
('female sanitary products', 'syrup');2;0.0002
('female sanitary products', 'canned fruit');1;0.0001
('female sanitary products', 'artif. sweetener');0;0.0
('female sanitary products', 'nut snack');2;0.0002
('female sanitary products', 'snack products');1;0.0001
('female sanitary products', 'fish');0;0.0
('female sanitary products', 'potato products');0;0.0
('female sanitary products', 'bathroom cleaner');0;0.0
('female sanitary products', 'cookware');0;0.0
('female sanitary products', 'soap');0;0.0
('female sanitary products', 'cooking chocolate');1;0.0001
('female sanitary products', 'pudding powder');0;0.0
('female sanitary products', 'tidbits');0;0.0
('female sanitary products', 'organic sausage');1;0.0001
('female sanitary products', 'cocoa drinks');0;0.0
('female sanitary products', 'prosecco');1;0.0001
('female sanitary products', 'flower soil/fertilizer');0;0.0
('female sanitary products', 'ready soups');0;0.0
('female sanitary products', 'specialty vegetables');1;0.0001
('female sanitary products', 'organic products');1;0.0001
('female sanitary products', 'honey');0;0.0
('female sanitary products', 'decalcifier');0;0.0
('female sanitary products', 'cream');1;0.0001
('female sanitary products', 'frozen fruits');0;0.0
('female sanitary products', 'hair spray');0;0.0
('female sanitary products', 'rubbing alcohol');1;0.0001
('female sanitary products', 'liqueur');0;0.0
('female sanitary products', 'whisky');0;0.0
('female sanitary products', 'salad dressing');0;0.0
('female sanitary products', 'make up remover');0;0.0
('female sanitary products', 'toilet cleaner');0;0.0
('female sanitary products', 'frozen chicken');0;0.0
('female sanitary products', 'baby cosmetics');0;0.0
('female sanitary products', 'bags');0;0.0
('female sanitary products', 'kitchen utensil');0;0.0
('female sanitary products', 'preservation products');0;0.0
('female sanitary products', 'baby food');0;0.0
('female sanitary products', 'sound storage medium');0;0.0
('kitchen towels', 'dental care');4;0.0004
('kitchen towels', 'cereals');2;0.0002
('kitchen towels', 'sparkling wine');1;0.0001
('kitchen towels', 'sauces');3;0.0003
('kitchen towels', 'softener');2;0.0002
('kitchen towels', 'jam');0;0.0
('kitchen towels', 'spices');1;0.0001
('kitchen towels', 'curd cheese');0;0.0
('kitchen towels', 'liver loaf');1;0.0001
('kitchen towels', 'cleaner');2;0.0002
('kitchen towels', 'male cosmetics');0;0.0
('kitchen towels', 'rum');0;0.0
('kitchen towels', 'ketchup');0;0.0
('kitchen towels', 'meat spreads');1;0.0001
('kitchen towels', 'brandy');0;0.0
('kitchen towels', 'light bulbs');1;0.0001
('kitchen towels', 'tea');1;0.0001
('kitchen towels', 'specialty fat');1;0.0001
('kitchen towels', 'abrasive cleaner');0;0.0
('kitchen towels', 'skin care');0;0.0
('kitchen towels', 'nuts/prunes');0;0.0
('kitchen towels', 'syrup');0;0.0
('kitchen towels', 'canned fruit');1;0.0001
('kitchen towels', 'artif. sweetener');0;0.0
('kitchen towels', 'nut snack');0;0.0
('kitchen towels', 'snack products');0;0.0
('kitchen towels', 'fish');0;0.0
('kitchen towels', 'potato products');1;0.0001
('kitchen towels', 'bathroom cleaner');1;0.0001
('kitchen towels', 'cookware');0;0.0
('kitchen towels', 'soap');0;0.0
('kitchen towels', 'cooking chocolate');0;0.0
('kitchen towels', 'pudding powder');0;0.0
('kitchen towels', 'tidbits');1;0.0001
('kitchen towels', 'organic sausage');0;0.0
('kitchen towels', 'cocoa drinks');1;0.0001
('kitchen towels', 'prosecco');0;0.0
('kitchen towels', 'flower soil/fertilizer');0;0.0
('kitchen towels', 'ready soups');0;0.0
('kitchen towels', 'specialty vegetables');0;0.0
('kitchen towels', 'organic products');1;0.0001
('kitchen towels', 'honey');0;0.0
('kitchen towels', 'decalcifier');1;0.0001
('kitchen towels', 'cream');0;0.0
('kitchen towels', 'frozen fruits');1;0.0001
('kitchen towels', 'hair spray');0;0.0
('kitchen towels', 'rubbing alcohol');0;0.0
('kitchen towels', 'liqueur');0;0.0
('kitchen towels', 'whisky');0;0.0
('kitchen towels', 'salad dressing');0;0.0
('kitchen towels', 'make up remover');0;0.0
('kitchen towels', 'toilet cleaner');0;0.0
('kitchen towels', 'frozen chicken');1;0.0001
('kitchen towels', 'baby cosmetics');1;0.0001
('kitchen towels', 'bags');0;0.0
('kitchen towels', 'kitchen utensil');0;0.0
('kitchen towels', 'preservation products');0;0.0
('kitchen towels', 'baby food');0;0.0
('kitchen towels', 'sound storage medium');0;0.0
('dental care', 'cereals');1;0.0001
('dental care', 'sparkling wine');2;0.0002
('dental care', 'sauces');1;0.0001
('dental care', 'softener');0;0.0
('dental care', 'jam');1;0.0001
('dental care', 'spices');1;0.0001
('dental care', 'curd cheese');0;0.0
('dental care', 'liver loaf');1;0.0001
('dental care', 'cleaner');2;0.0002
('dental care', 'male cosmetics');2;0.0002
('dental care', 'rum');0;0.0
('dental care', 'ketchup');1;0.0001
('dental care', 'meat spreads');0;0.0
('dental care', 'brandy');0;0.0
('dental care', 'light bulbs');2;0.0002
('dental care', 'tea');0;0.0
('dental care', 'specialty fat');0;0.0
('dental care', 'abrasive cleaner');1;0.0001
('dental care', 'skin care');0;0.0
('dental care', 'nuts/prunes');1;0.0001
('dental care', 'syrup');1;0.0001
('dental care', 'canned fruit');1;0.0001
('dental care', 'artif. sweetener');1;0.0001
('dental care', 'nut snack');0;0.0
('dental care', 'snack products');0;0.0
('dental care', 'fish');0;0.0
('dental care', 'potato products');0;0.0
('dental care', 'bathroom cleaner');0;0.0
('dental care', 'cookware');0;0.0
('dental care', 'soap');0;0.0
('dental care', 'cooking chocolate');0;0.0
('dental care', 'pudding powder');0;0.0
('dental care', 'tidbits');1;0.0001
('dental care', 'organic sausage');0;0.0
('dental care', 'cocoa drinks');0;0.0
('dental care', 'prosecco');1;0.0001
('dental care', 'flower soil/fertilizer');0;0.0
('dental care', 'ready soups');0;0.0
('dental care', 'specialty vegetables');1;0.0001
('dental care', 'organic products');1;0.0001
('dental care', 'honey');0;0.0
('dental care', 'decalcifier');0;0.0
('dental care', 'cream');1;0.0001
('dental care', 'frozen fruits');1;0.0001
('dental care', 'hair spray');0;0.0
('dental care', 'rubbing alcohol');0;0.0
('dental care', 'liqueur');0;0.0
('dental care', 'whisky');0;0.0
('dental care', 'salad dressing');0;0.0
('dental care', 'make up remover');1;0.0001
('dental care', 'toilet cleaner');2;0.0002
('dental care', 'frozen chicken');1;0.0001
('dental care', 'baby cosmetics');0;0.0
('dental care', 'bags');0;0.0
('dental care', 'kitchen utensil');0;0.0
('dental care', 'preservation products');0;0.0
('dental care', 'baby food');0;0.0
('dental care', 'sound storage medium');0;0.0
('cereals', 'sparkling wine');0;0.0
('cereals', 'sauces');0;0.0
('cereals', 'softener');0;0.0
('cereals', 'jam');1;0.0001
('cereals', 'spices');0;0.0
('cereals', 'curd cheese');0;0.0
('cereals', 'liver loaf');1;0.0001
('cereals', 'cleaner');2;0.0002
('cereals', 'male cosmetics');0;0.0
('cereals', 'rum');0;0.0
('cereals', 'ketchup');1;0.0001
('cereals', 'meat spreads');0;0.0
('cereals', 'brandy');0;0.0
('cereals', 'light bulbs');0;0.0
('cereals', 'tea');0;0.0
('cereals', 'specialty fat');0;0.0
('cereals', 'abrasive cleaner');0;0.0
('cereals', 'skin care');2;0.0002
('cereals', 'nuts/prunes');0;0.0
('cereals', 'syrup');0;0.0
('cereals', 'canned fruit');0;0.0
('cereals', 'artif. sweetener');1;0.0001
('cereals', 'nut snack');1;0.0001
('cereals', 'snack products');0;0.0
('cereals', 'fish');0;0.0
('cereals', 'potato products');1;0.0001
('cereals', 'bathroom cleaner');0;0.0
('cereals', 'cookware');0;0.0
('cereals', 'soap');2;0.0002
('cereals', 'cooking chocolate');0;0.0
('cereals', 'pudding powder');0;0.0
('cereals', 'tidbits');0;0.0
('cereals', 'organic sausage');0;0.0
('cereals', 'cocoa drinks');0;0.0
('cereals', 'prosecco');0;0.0
('cereals', 'flower soil/fertilizer');0;0.0
('cereals', 'ready soups');0;0.0
('cereals', 'specialty vegetables');0;0.0
('cereals', 'organic products');0;0.0
('cereals', 'honey');0;0.0
('cereals', 'decalcifier');0;0.0
('cereals', 'cream');0;0.0
('cereals', 'frozen fruits');2;0.0002
('cereals', 'hair spray');0;0.0
('cereals', 'rubbing alcohol');0;0.0
('cereals', 'liqueur');0;0.0
('cereals', 'whisky');0;0.0
('cereals', 'salad dressing');0;0.0
('cereals', 'make up remover');0;0.0
('cereals', 'toilet cleaner');0;0.0
('cereals', 'frozen chicken');0;0.0
('cereals', 'baby cosmetics');0;0.0
('cereals', 'bags');0;0.0
('cereals', 'kitchen utensil');0;0.0
('cereals', 'preservation products');0;0.0
('cereals', 'baby food');0;0.0
('cereals', 'sound storage medium');0;0.0
('sparkling wine', 'sauces');1;0.0001
('sparkling wine', 'softener');2;0.0002
('sparkling wine', 'jam');1;0.0001
('sparkling wine', 'spices');0;0.0
('sparkling wine', 'curd cheese');0;0.0
('sparkling wine', 'liver loaf');0;0.0
('sparkling wine', 'cleaner');2;0.0002
('sparkling wine', 'male cosmetics');1;0.0001
('sparkling wine', 'rum');0;0.0
('sparkling wine', 'ketchup');0;0.0
('sparkling wine', 'meat spreads');0;0.0
('sparkling wine', 'brandy');1;0.0001
('sparkling wine', 'light bulbs');0;0.0
('sparkling wine', 'tea');0;0.0
('sparkling wine', 'specialty fat');0;0.0
('sparkling wine', 'abrasive cleaner');0;0.0
('sparkling wine', 'skin care');0;0.0
('sparkling wine', 'nuts/prunes');0;0.0
('sparkling wine', 'syrup');0;0.0
('sparkling wine', 'canned fruit');1;0.0001
('sparkling wine', 'artif. sweetener');0;0.0
('sparkling wine', 'nut snack');0;0.0
('sparkling wine', 'snack products');0;0.0
('sparkling wine', 'fish');0;0.0
('sparkling wine', 'potato products');0;0.0
('sparkling wine', 'bathroom cleaner');0;0.0
('sparkling wine', 'cookware');0;0.0
('sparkling wine', 'soap');0;0.0
('sparkling wine', 'cooking chocolate');0;0.0
('sparkling wine', 'pudding powder');0;0.0
('sparkling wine', 'tidbits');0;0.0
('sparkling wine', 'organic sausage');0;0.0
('sparkling wine', 'cocoa drinks');0;0.0
('sparkling wine', 'prosecco');0;0.0
('sparkling wine', 'flower soil/fertilizer');0;0.0
('sparkling wine', 'ready soups');0;0.0
('sparkling wine', 'specialty vegetables');0;0.0
('sparkling wine', 'organic products');0;0.0
('sparkling wine', 'honey');0;0.0
('sparkling wine', 'decalcifier');0;0.0
('sparkling wine', 'cream');0;0.0
('sparkling wine', 'frozen fruits');1;0.0001
('sparkling wine', 'hair spray');0;0.0
('sparkling wine', 'rubbing alcohol');0;0.0
('sparkling wine', 'liqueur');0;0.0
('sparkling wine', 'whisky');0;0.0
('sparkling wine', 'salad dressing');0;0.0
('sparkling wine', 'make up remover');0;0.0
('sparkling wine', 'toilet cleaner');0;0.0
('sparkling wine', 'frozen chicken');0;0.0
('sparkling wine', 'baby cosmetics');0;0.0
('sparkling wine', 'bags');0;0.0
('sparkling wine', 'kitchen utensil');0;0.0
('sparkling wine', 'preservation products');0;0.0
('sparkling wine', 'baby food');0;0.0
('sparkling wine', 'sound storage medium');0;0.0
('sauces', 'softener');1;0.0001
('sauces', 'jam');0;0.0
('sauces', 'spices');1;0.0001
('sauces', 'curd cheese');0;0.0
('sauces', 'liver loaf');0;0.0
('sauces', 'cleaner');1;0.0001
('sauces', 'male cosmetics');0;0.0
('sauces', 'rum');1;0.0001
('sauces', 'ketchup');0;0.0
('sauces', 'meat spreads');0;0.0
('sauces', 'brandy');0;0.0
('sauces', 'light bulbs');2;0.0002
('sauces', 'tea');0;0.0
('sauces', 'specialty fat');0;0.0
('sauces', 'abrasive cleaner');0;0.0
('sauces', 'skin care');1;0.0001
('sauces', 'nuts/prunes');0;0.0
('sauces', 'syrup');1;0.0001
('sauces', 'canned fruit');1;0.0001
('sauces', 'artif. sweetener');2;0.0002
('sauces', 'nut snack');0;0.0
('sauces', 'snack products');0;0.0
('sauces', 'fish');0;0.0
('sauces', 'potato products');0;0.0
('sauces', 'bathroom cleaner');0;0.0
('sauces', 'cookware');0;0.0
('sauces', 'soap');0;0.0
('sauces', 'cooking chocolate');0;0.0
('sauces', 'pudding powder');0;0.0
('sauces', 'tidbits');1;0.0001
('sauces', 'organic sausage');1;0.0001
('sauces', 'cocoa drinks');0;0.0
('sauces', 'prosecco');0;0.0
('sauces', 'flower soil/fertilizer');0;0.0
('sauces', 'ready soups');0;0.0
('sauces', 'specialty vegetables');0;0.0
('sauces', 'organic products');1;0.0001
('sauces', 'honey');0;0.0
('sauces', 'decalcifier');0;0.0
('sauces', 'cream');0;0.0
('sauces', 'frozen fruits');0;0.0
('sauces', 'hair spray');0;0.0
('sauces', 'rubbing alcohol');1;0.0001
('sauces', 'liqueur');0;0.0
('sauces', 'whisky');0;0.0
('sauces', 'salad dressing');1;0.0001
('sauces', 'make up remover');0;0.0
('sauces', 'toilet cleaner');1;0.0001
('sauces', 'frozen chicken');0;0.0
('sauces', 'baby cosmetics');0;0.0
('sauces', 'bags');0;0.0
('sauces', 'kitchen utensil');0;0.0
('sauces', 'preservation products');0;0.0
('sauces', 'baby food');0;0.0
('sauces', 'sound storage medium');0;0.0
('softener', 'jam');0;0.0
('softener', 'spices');0;0.0
('softener', 'curd cheese');1;0.0001
('softener', 'liver loaf');1;0.0001
('softener', 'cleaner');0;0.0
('softener', 'male cosmetics');0;0.0
('softener', 'rum');0;0.0
('softener', 'ketchup');0;0.0
('softener', 'meat spreads');0;0.0
('softener', 'brandy');1;0.0001
('softener', 'light bulbs');0;0.0
('softener', 'tea');0;0.0
('softener', 'specialty fat');1;0.0001
('softener', 'abrasive cleaner');0;0.0
('softener', 'skin care');0;0.0
('softener', 'nuts/prunes');1;0.0001
('softener', 'syrup');0;0.0
('softener', 'canned fruit');0;0.0
('softener', 'artif. sweetener');0;0.0
('softener', 'nut snack');0;0.0
('softener', 'snack products');0;0.0
('softener', 'fish');0;0.0
('softener', 'potato products');0;0.0
('softener', 'bathroom cleaner');0;0.0
('softener', 'cookware');0;0.0
('softener', 'soap');0;0.0
('softener', 'cooking chocolate');0;0.0
('softener', 'pudding powder');0;0.0
('softener', 'tidbits');0;0.0
('softener', 'organic sausage');0;0.0
('softener', 'cocoa drinks');0;0.0
('softener', 'prosecco');0;0.0
('softener', 'flower soil/fertilizer');1;0.0001
('softener', 'ready soups');0;0.0
('softener', 'specialty vegetables');0;0.0
('softener', 'organic products');1;0.0001
('softener', 'honey');0;0.0
('softener', 'decalcifier');1;0.0001
('softener', 'cream');0;0.0
('softener', 'frozen fruits');0;0.0
('softener', 'hair spray');0;0.0
('softener', 'rubbing alcohol');0;0.0
('softener', 'liqueur');0;0.0
('softener', 'whisky');0;0.0
('softener', 'salad dressing');0;0.0
('softener', 'make up remover');0;0.0
('softener', 'toilet cleaner');0;0.0
('softener', 'frozen chicken');0;0.0
('softener', 'baby cosmetics');0;0.0
('softener', 'bags');0;0.0
('softener', 'kitchen utensil');0;0.0
('softener', 'preservation products');0;0.0
('softener', 'baby food');0;0.0
('softener', 'sound storage medium');0;0.0
('jam', 'spices');0;0.0
('jam', 'curd cheese');1;0.0001
('jam', 'liver loaf');1;0.0001
('jam', 'cleaner');1;0.0001
('jam', 'male cosmetics');0;0.0
('jam', 'rum');0;0.0
('jam', 'ketchup');0;0.0
('jam', 'meat spreads');0;0.0
('jam', 'brandy');0;0.0
('jam', 'light bulbs');1;0.0001
('jam', 'tea');0;0.0
('jam', 'specialty fat');1;0.0001
('jam', 'abrasive cleaner');1;0.0001
('jam', 'skin care');1;0.0001
('jam', 'nuts/prunes');1;0.0001
('jam', 'syrup');1;0.0001
('jam', 'canned fruit');1;0.0001
('jam', 'artif. sweetener');1;0.0001
('jam', 'nut snack');0;0.0
('jam', 'snack products');0;0.0
('jam', 'fish');0;0.0
('jam', 'potato products');0;0.0
('jam', 'bathroom cleaner');1;0.0001
('jam', 'cookware');0;0.0
('jam', 'soap');0;0.0
('jam', 'cooking chocolate');0;0.0
('jam', 'pudding powder');0;0.0
('jam', 'tidbits');0;0.0
('jam', 'organic sausage');1;0.0001
('jam', 'cocoa drinks');1;0.0001
('jam', 'prosecco');0;0.0
('jam', 'flower soil/fertilizer');0;0.0
('jam', 'ready soups');0;0.0
('jam', 'specialty vegetables');0;0.0
('jam', 'organic products');0;0.0
('jam', 'honey');0;0.0
('jam', 'decalcifier');0;0.0
('jam', 'cream');0;0.0
('jam', 'frozen fruits');0;0.0
('jam', 'hair spray');0;0.0
('jam', 'rubbing alcohol');0;0.0
('jam', 'liqueur');0;0.0
('jam', 'whisky');0;0.0
('jam', 'salad dressing');0;0.0
('jam', 'make up remover');0;0.0
('jam', 'toilet cleaner');1;0.0001
('jam', 'frozen chicken');0;0.0
('jam', 'baby cosmetics');0;0.0
('jam', 'bags');0;0.0
('jam', 'kitchen utensil');0;0.0
('jam', 'preservation products');0;0.0
('jam', 'baby food');0;0.0
('jam', 'sound storage medium');0;0.0
('spices', 'curd cheese');0;0.0
('spices', 'liver loaf');0;0.0
('spices', 'cleaner');1;0.0001
('spices', 'male cosmetics');0;0.0
('spices', 'rum');0;0.0
('spices', 'ketchup');2;0.0002
('spices', 'meat spreads');1;0.0001
('spices', 'brandy');0;0.0
('spices', 'light bulbs');1;0.0001
('spices', 'tea');0;0.0
('spices', 'specialty fat');1;0.0001
('spices', 'abrasive cleaner');1;0.0001
('spices', 'skin care');0;0.0
('spices', 'nuts/prunes');0;0.0
('spices', 'syrup');0;0.0
('spices', 'canned fruit');0;0.0
('spices', 'artif. sweetener');0;0.0
('spices', 'nut snack');0;0.0
('spices', 'snack products');0;0.0
('spices', 'fish');0;0.0
('spices', 'potato products');0;0.0
('spices', 'bathroom cleaner');0;0.0
('spices', 'cookware');0;0.0
('spices', 'soap');0;0.0
('spices', 'cooking chocolate');0;0.0
('spices', 'pudding powder');0;0.0
('spices', 'tidbits');0;0.0
('spices', 'organic sausage');0;0.0
('spices', 'cocoa drinks');1;0.0001
('spices', 'prosecco');0;0.0
('spices', 'flower soil/fertilizer');0;0.0
('spices', 'ready soups');1;0.0001
('spices', 'specialty vegetables');0;0.0
('spices', 'organic products');0;0.0
('spices', 'honey');0;0.0
('spices', 'decalcifier');0;0.0
